,Company Name,Ticker
6182,Cohen & Steers Total Return Realty Fund Inc. Common Stock,RFI
6183,RF Industries Ltd. Common Stock,RFIL
6184,Rafael Holdings Inc. Class B Common Stock,RFL
6185,RiverNorth Flexible Municipal Income Fund Inc. Common Stock,RFM
6186,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,RFMZ
6187,Resolute Forest Products Inc. Common Stock,RFP
6188,Reinsurance Group of America Incorporated Common Stock,RGA
6189,Regencell Bioscience Holdings Limited Ordinary Shares,RGC
6190,RGC Resources Inc. Common Stock,RGCO
6191,Repligen Corporation Common Stock,RGEN
6192,Royal Gold Inc. Common Stock,RGLD
6193,Regulus Therapeutics Inc. Common Stock,RGLS
6194,REGENXBIO Inc. Common Stock,RGNX
6195,Resources Connection Inc. Common Stock,RGP
6196,Sturm Ruger & Company Inc. Common Stock,RGR
6197,Regis Corporation Common Stock,RGS
6198,Royce Global Value Trust Inc. Common Stock,RGT
6199,RH Common Stock,RH
6200,Regional Health Properties Inc. Common Stock,RHE
6201,Regional Health Properties Inc. 10.875% Series A Cumulative Redeemable Preferred Stock,RHE^A
6202,Robert Half International Inc. Common Stock,RHI
6203,Ryman Hospitality Properties Inc. (REIT),RHP
6204,RiceBran Technologies Common Stock,RIBT
6205,RCI Hospitality Holdings Inc. Common Stock,RICK
6206,Agrico Acquisition Corp. Class A Ordinary Shares,RICO
6207,Agrico Acquisition Corp. Unit,RICOU
6208,Agrico Acquisition Corp. Warrant,RICOW
6209,Lordstown Motors Corp. Class A Common Stock,RIDE
6210,Transocean Ltd (Switzerland) Common Stock,RIG
6211,Rigel Pharmaceuticals Inc. Common Stock,RIGL
6212,B. Riley Financial Inc. Common Stock,RILY
6213,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,RILYK
6214,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,RILYL
6215,B. Riley Financial Inc. 6.375% Senior Notes due 2025,RILYM
6216,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,RILYN
6217,B. Riley Financial Inc. 6.75% Senior Notes due 2024,RILYO
6218,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,RILYP
6219,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,RILYT
6220,B. Riley Financial Inc. 5.25% Senior Notes due 2028,RILYZ
6221,Rio Tinto Plc Common Stock,RIO
6222,Riot Blockchain Inc.  Common Stock ,RIOT
6223,RiverNorth Opportunities Fund Inc. Common Stock,RIV
6224,Riverview Financial Corporation Common Stock,RIVE
6225,Raymond James Financial Inc. Common Stock,RJF
6226,Arcadia Biosciences Inc. Common Stock,RKDA
6227,Rocket Lab USA Inc. Common Stock,RKLB
6228,Rocket Lab USA Inc. Warrant,RKLBW
6229,Rockley Photonics Holdings Limited Ordinary Shares,RKLY
6230,Rocket Companies Inc. Class A Common Stock,RKT
6231,Rocket Internet Growth Opportunities Corp. Class A Ordinary Shares,RKTA
6232,Ralph Lauren Corporation Common Stock,RL
6233,Relay Therapeutics Inc. Common Stock,RLAY
6234,Radiant Logistics Inc. Common Stock,RLGT
6235,Realogy Holdings Corp. Common Stock,RLGY
6236,RLI Corp. Common Stock (DE),RLI
6237,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,RLJ
6238,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,RLJ^A
6239,Relmada Therapeutics Inc. Common Stock,RLMD
6240,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,RLX
6241,Rallybio Corporation Common Stock,RLYB
6242,Regional Management Corp. Common Stock,RM
6243,RE/MAX Holdings Inc. Class A Common Stock,RMAX
6244,Richmond Mutual Bancorporation Inc. Common Stock,RMBI
6245,RumbleOn Inc. Class B Common Stock,RMBL
6246,Rambus Inc. Common Stock,RMBS
6247,Rocky Mountain Chocolate Factory Inc. Common Stock,RMCF
6248,ResMed Inc. Common Stock,RMD
6249,Ra Medical Systems Inc. Common Stock,RMED
6250,RMG Acquisition Corp. III Class A Ordinary Shares,RMGC
6251,RMG Acquisition Corp. III Unit,RMGCU
6252,RMG Acquisition Corp. III Warrant,RMGCW
6253,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,RMI
6254,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,RMM
6255,Rimini Street Inc. (DE) Common Stock,RMNI
6256,Romeo Power Inc. Class A Common Stock,RMO
6257,RiverNorth Specialty Finance Corporation 5.875% ,RMPL^
6258,The RMR Group Inc. Class A Common Stock,RMR
6259,Royce Micro-Cap Trust Inc. Common Stock,RMT
6260,Rockwell Medical Inc. (DE) Common Stock,RMTI
6261,Avidity Biosciences Inc. Common Stock,RNA
6262,TransCode Therapeutics Inc. Common Stock,RNAZ
6263,Randolph Bancorp Inc. Common Stock,RNDB
6264,Mount Rainier Acquisition Corp. Unit,RNERU
6265,RingCentral Inc. Class A Common Stock,RNG
6266,Ranger Energy Services Inc. Class A Common Stock,RNGR
6267,Renalytix plc American Depositary Shares,RNLX
6268,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,RNP
6269,RenaissanceRe Holdings Ltd. Common Stock,RNR
6270,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,RNR^F
6271,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares,RNR^G
6272,Renasant Corporation Common Stock,RNST
6273,ReNew Energy Global plc Class A Ordinary Shares,RNW
6274,RealNetworks Inc. Common Stock,RNWK
6275,ReNew Energy Global plc Warrant,RNWWW
6276,RenovoRx Inc. Common Stock,RNXT
6277,Construction Partners Inc. Class A Common Stock,ROAD
6278,Ranger Oil Corporation Class A Common Stock,ROCC
6279,Roth CH Acquisition IV Co. Common Stock,ROCG
6280,Roth CH Acquisition IV Co. Unit,ROCGU
6281,Roth CH Acquisition IV Co. Warrant,ROCGW
6282,Gibraltar Industries Inc. Common Stock,ROCK
6283,Roth CH Acquisition III Co. Common stock,ROCR
6284,Roth CH Acquisition III Co. Unit,ROCRU
6285,Roth CH Acquisition III Co. Warrant,ROCRW
6286,Rogers Corporation Common Stock,ROG
6287,Retail Opportunity Investments Corp. Common Stock (MD),ROIC
6288,Roivant Sciences Ltd. Common Shares,ROIV
6289,Roivant Sciences Ltd. Warrant,ROIVW
6290,Rockwell Automation Inc. Common Stock,ROK
6291,Roku Inc. Class A Common Stock,ROKU
6292,Rollins Inc. Common Stock,ROL
6293,RBC Bearings Incorporated Common Stock,ROLL
6294,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock,ROLLP
6295,Rice Acquisition Corp. II Class A Ordinary Shares,RONI
6296,Root Inc. Class A Common Stock,ROOT
6297,Roper Technologies Inc. Common Stock,ROP
6298,Rose Hill Acquisition Corporation Unit,ROSEU
6299,Ross Acquisition Corp II Class A Ordinary Shares,ROSS
6300,Ross Stores Inc. Common Stock,ROST
6301,Rover Group Inc. Class A Common Stock,ROVR
6302,Rover Group Inc. Warrant,ROVRW
6303,Repay Holdings Corporation Class A Common Stock,RPAY
6304,Rapid7 Inc. Common Stock,RPD
6305,Reneo Pharmaceuticals Inc. Common Stock,RPHM
6306,Rapid Micro Biosystems Inc. Class A Common Stock,RPID
6307,RPM International Inc. Common Stock,RPM
6308,Royalty Pharma plc Class A Ordinary Shares ,RPRX
6309,RPT Realty Common Stock,RPT
6310,RPT Realty 7.25% ,RPT^D
6311,Repare Therapeutics Inc. Common Shares,RPTX
6312,Cohen & Steers Quality Income Realty Fund Inc Common Shares,RQI
6313,Red River Bancshares Inc. Common Stock,RRBI
6314,Range Resources Corporation Common Stock,RRC
6315,R.R. Donnelley & Sons Company Common Stock,RRD
6316,Red Robin Gourmet Burgers Inc. Common Stock,RRGB
6317,Red Rock Resorts Inc. Class A Common Stock,RRR
6318,Regal Rexnord Corporation Common Stock,RRX
6319,Reliance Steel & Aluminum Co. Common Stock (DE),RS
6320,RiverNorth Specialty Finance Corporation,RSF
6321,Republic Services Inc. Common Stock,RSG
6322,Rush Street Interactive Inc. Class A Common Stock,RSI
6323,Riskified Ltd. Class A Ordinary Shares,RSKD
6324,ReShape Lifesciences Inc. Common Stock,RSLS
6325,Research Solutions Inc Common Stock,RSSS
6326,Reservoir Media Inc. Common Stock,RSVR
6327,Reservoir Media Inc. Warrant,RSVRW
6328,Rattler Midstream LP Common Units,RTLR
6329,Reinvent Technology Partners Y Class A Ordinary Shares,RTPY
6330,Reinvent Technology Partners Y Unit,RTPYU
6331,Reinvent Technology Partners Y Warrant,RTPYW
6332,Raytheon Technologies Corporation Common Stock,RTX
6333,Rubius Therapeutics Inc. Common Stock,RUBY
6334,Sunrun Inc. Common Stock,RUN
6335,Rush Enterprises Inc. Common Stock Cl A,RUSHA
6336,Rush Enterprises Inc. Class B,RUSHB
6337,Ruth's Hospitality Group Inc. Common Stock,RUTH
6338,Riverview Acquisition Corp. Class A Common Stock,RVAC
6339,Riverview Acquisition Corp. Unit,RVACU
6340,Riverview Acquisition Corp. Warrant,RVACW
6341,Retail Value Inc. Common Stock ,RVI
6342,Revolve Group Inc. Class A Common Stock,RVLV
6343,Revolution Medicines Inc. Common Stock,RVMD
6344,Revance Therapeutics Inc. Common Stock,RVNC
6345,Retractable Technologies Inc. Common Stock,RVP
6346,Reviva Pharmaceuticals Holdings Inc. Common Stock ,RVPH
6347,Reviva Pharmaceuticals Holdings Inc. Warrants,RVPHW
6348,Riverview Bancorp Inc Common Stock,RVSB
6349,Royce Value Trust Inc. Common Stock,RVT
6350,Runway Growth Finance Corp. Common Stock,RWAY
6351,ReWalk Robotics Ltd. Ordinary Shares,RWLK
6352,Redwood Trust Inc. Common Stock,RWT
6353,Prometheus Biosciences Inc. Common Stock,RXDX
6354,RXR Acquisition Corp. Class A Common Stock,RXRA
6355,RXR Acquisition Corp. Units,RXRAU
6356,RXR Acquisition Corp. Warrants to purchase Class A common stock,RXRAW
6357,Recursion Pharmaceuticals Inc. Class A Common Stock,RXRX
6358,RxSight Inc. Common Stock,RXST
6359,Rackspace Technology Inc. Common Stock,RXT
6360,Royal Bank Of Canada Common Stock,RY
6361,Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2,RY^T
6362,Ryanair Holdings plc American Depositary Shares,RYAAY
6363,Rayonier Advanced Materials Inc. Common Stock,RYAM
6364,Ryan Specialty Group Holdings Inc. Class A Common Stock,RYAN
6365,RYB Education Inc. American depositary shares each representing one Class A ordinary share,RYB
6366,Ryerson Holding Corporation Common Stock,RYI
6367,Rayonier Inc. REIT Common Stock,RYN
6368,Rhythm Pharmaceuticals Inc. Common Stock,RYTM
6369,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,RZA
6370,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,RZB
6371,Rezolute Inc. Common Stock (NV),RZLT
6372,SentinelOne Inc. Class A Common Stock,S
6373,Seabridge Gold Inc. Ordinary Shares (Canada),SA
6374,Sabre Corporation Common Stock,SABR
6375,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,SABRP
6376,SAB Biotherapeutics Inc. Common Stock,SABS
6377,SAB Biotherapeutics Inc. Warrant,SABSW
6378,Sachem Capital Corp. 6.875% Notes due 2024,SACC
6379,Sachem Capital Corp. Common Shares,SACH
6380,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock,SACH^A
6381,Safehold Inc. Common Stock,SAFE
6382,Sanderson Farms Inc. Common Stock,SAFM
6383,Safety Insurance Group Inc. Common Stock,SAFT
6384,Sage Therapeutics Inc. Common Stock,SAGE
6385,Sonic Automotive Inc. Common Stock,SAH
6386,Saia Inc. Common Stock,SAIA
6387,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,SAIC
6388,SailPoint Technologies Holdings Inc. Common Stock,SAIL
6389,Saratoga Investment Corp 7.25% Notes due 2025,SAK
6390,Salisbury Bancorp Inc. Common Stock,SAL
6391,Salem Media Group Inc. Class A Common Stock,SALM
6392,Boston Beer Company Inc. (The) Common Stock,SAM
6393,Schultze Special Purpose Acquisition Corp. II Units,SAMAU
6394,Silvercrest Asset Management Group Inc. Class A Common Stock,SAMG
6395,Banco Santander S.A. Sponsored ADR (Spain),SAN
6396,Sana Biotechnology Inc. Common Stock,SANA
6397,Sanaby Health Acquisition Corp. I Unit,SANBU
6398,Sandstorm Gold Ltd. Ordinary Shares (Canada),SAND          
6399,Sanmina Corporation Common Stock,SANM
6400,S&W Seed Company Common Stock (NV),SANW
6401,SAP  SE ADS,SAP
6402,Saratoga Investment Corp New,SAR
6403,Sandy Spring Bancorp Inc. Common Stock,SASR
6404,EchoStar  Corporation Common Stock,SATS
6405,Cassava Sciences Inc. Common Stock,SAVA
6406,Spirit Airlines Inc. Common Stock,SAVE
6407,Safe Bulkers Inc Common Stock ($0.001 par value),SB
6408,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),SB^C
6409,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),SB^D
6410,SBA Communications Corporation Class A Common Stock,SBAC
6411,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,SBBA
6412,Seacoast Banking Corporation of Florida Common Stock,SBCF
6413,SilverBox Engaged Merger Corp I Class A Common Stock,SBEA
6414,SilverBox Engaged Merger Corp I Units,SBEAU
6415,SilverBox Engaged Merger Corp I Warrant,SBEAW
6416,SharpLink Gaming Ltd. Ordinary Shares,SBET
6417,Splash Beverage Group Inc. Common Stock,SBEV
6418,SB Financial Group Inc. Common Stock,SBFG
6419,Sinclair Broadcast Group Inc. Class A Common Stock,SBGI
6420,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,SBH
6421,Western Asset Intermediate Muni Fund Inc Common Stock,SBI
6422,Sandbridge X2 Corp. Class A Common Stock,SBII
6423,Star Bulk Carriers Corp. Common Shares,SBLK
6424,Signature Bank Common Stock,SBNY
6425,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,SBNYP
6426,SilverBow Resorces Inc. Common Stock,SBOW
6427,Sabine Royalty Trust Common Stock,SBR
6428,Sabra Health Care REIT Inc. Common Stock,SBRA
6429,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),SBS
6430,Southside Bancshares Inc. Common Stock,SBSI
6431,D/B/A Sibanye-Stillwater Limited ADS,SBSW
6432,Sterling Bancorp Inc. Common Stock,SBT
6433,Silverback Therapeutics Inc. Common Stock,SBTX
6434,Starbucks Corporation Common Stock,SBUX
6435,Santander Consumer USA Holdings Inc. Common Stock,SC
6436,Stratim Cloud Acquisition Corp. Class A Common Stock,SCAQ
6437,Stratim Cloud Acquisition Corp. Unit,SCAQU
6438,Stratim Cloud Acquisition Corp. Warrant,SCAQW
6439,Sachem Capital Corp. 7.125% Notes due 2024,SCCB
6440,Sachem Capital Corp. 7.75% Notes due 2025,SCCC
6441,Southern Copper Corporation Common Stock,SCCO
6442,LMP Capital and Income Fund Inc. Common Stock,SCD
6443,SCE Trust II Trust Preferred Securities,SCE^G
6444,SCE Trust III Fixed/Floating Rate Trust Preference Securities,SCE^H
6445,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,SCE^J
6446,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,SCE^K
6447,SCE TRUST VI,SCE^L
6448,Scholastic Corporation Common Stock,SCHL
6449,Schnitzer Steel Industries Inc. Class A Common Stock,SCHN
6450,Charles Schwab Corporation (The) Common Stock,SCHW
6451,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,SCHW^D
6452,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,SCHW^J
6453,Service Corporation International Common Stock,SCI
6454,Socket Mobile Inc. Common Stock,SCKT
6455,Stepan Company Common Stock,SCL
6456,Broadscale Acquisition Corp. Class A common stock,SCLE
6457,Broadscale Acquisition Corp. Units,SCLEU
6458,Broadscale Acquisition Corp. Warrant,SCLEW
6459,Stellus Capital Investment Corporation Common Stock,SCM
6460,ScION Tech Growth I Class A Ordinary Shares,SCOA
6461,ScION Tech Growth I Unit,SCOAU
6462,ScION Tech Growth I Warrant,SCOAW
6463,ScION Tech Growth II Class A Ordinary Shares,SCOB
6464,ScION Tech Growth II Units,SCOBU
6465,ScION Tech Growth II Warrants,SCOBW
6466,comScore Inc. Common Stock,SCOR
6467,scPharmaceuticals Inc. Common Stock,SCPH
6468,SciPlay Corporation Class A Common Stock,SCPL
6469,Scopus BioPharma Inc. Common Stock,SCPS
6470,Steelcase Inc. Common Stock,SCS
6471,ScanSource Inc. Common Stock,SCSC
6472,Sculptor Capital Management Inc. Class A Common Stock,SCU
6473,Shoe Carnival Inc. Common Stock,SCVL
6474,SCVX Corp. Class A Ordinary Shares,SCVX
6475,SecureWorks Corp. Class A Common Stock,SCWX
6476,L.S. Starrett Company (The) Common Stock,SCX
6477,SCYNEXIS Inc. Common Stock,SCYX
6478,SandRidge Energy Inc. Common Stock,SD
6479,Sustainable Development Acquisition I Corp. Class A Common Stock,SDAC
6480,Sustainable Development Acquisition I Corp. Unit,SDACU
6481,Sustainable Development Acquisition I Corp. Warrant,SDACW
6482,SmileDirectClub Inc. Class A Common Stock,SDC
6483,Schrodinger Inc. Common Stock,SDGR
6484,Global Internet of People Inc. Ordinary Shares,SDH
6485,PGIM Short Duration High Yield Opportunities Fund Common Shares,SDHY
6486,Stronghold Digital Mining Inc. Class A Common Stock,SDIG
6487,Superior Drilling Products Inc. Common Stock,SDPI
6488,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,SE
6489,SeaChange International Inc. Common Stock,SEAC
6490,Sports Entertainment Acquisition Corp. Class A Common Stock,SEAH
6491,SeaWorld Entertainment Inc. Common Stock,SEAS
6492,Vivid Seats Inc. Class A Common Stock,SEAT
6493,Vivid Seats Inc. Warrant,SEATW
6494,Seaboard Corporation Common Stock,SEB
6495,Secoo Holding Limited ADR,SECO
6496,SolarEdge Technologies Inc. Common Stock,SEDG
6497,Sealed Air Corporation Common Stock,SEE
6498,Origin Agritech Limited Common Stock,SEED
6499,Seelos Therapeutics Inc. Common Stock,SEEL
6500,Seer Inc. Class A Common Stock,SEER
6501,SEI Investments Company Common Stock,SEIC
6502,Selecta Biosciences Inc. Common Stock,SELB
6503,Global Self Storage Inc. Common Stock,SELF
6504,Select Medical Holdings Corporation Common Stock,SEM
6505,SEMrush Holdings Inc. Class A Common Stock,SEMR
6506,Seneca Foods Corp. Class A Common Stock,SENEA
6507,Seneca Foods Corp. Class B Common Stock,SENEB
6508,Senseonics Holdings Inc. Common Stock,SENS
6509,Sera Prognostics Inc. Class A Common Stock,SERA
6510,Sesen Bio Inc. Common Stock,SESN
6511,Seven Hills Realty Trust Common Stock,SEVN
6512,Stifel Financial Corporation Common Stock,SF
6513,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,SF^B
6514,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,SF^C
6515,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D,SF^D
6516,Stifel Financial Corporation 5.20% Senior Notes due 2047,SFB
6517,Sound Financial Bancorp Inc. Common Stock,SFBC
6518,ServisFirst Bancshares Inc. Common Stock,SFBS
6519,Safeguard Scientifics Inc. New Common Stock,SFE
6520,Safe-T Group Ltd. American Depositary Share,SFET
6521,Stitch Fix Inc. Class A Common Stock,SFIX
6522,SFL Corporation Ltd,SFL
6523,Sprouts Farmers Market Inc. Common Stock,SFM
6524,Simmons First National Corporation Class A Common Stock,SFNC
6525,Southern First Bancshares Inc. Common Stock,SFST
6526,Shift Technologies Inc. Class A Common Stock,SFT
6527,Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares HK$1.00 par value),SFUN
6528,Saga Communications Inc. Class A Common Stock (FL),SGA
6529,SG Blocks Inc. Common Stock,SGBX
6530,Superior Group of Companies Inc. Common Stock,SGC
6531,Seagen Inc. Common Stock,SGEN
6532,Signify Health Inc. Class A Common Stock,SGFY
6533,SMART Global Holdings Inc. Ordinary Shares,SGH
6534,Sight Sciences Inc. Common Stock,SGHT
6535,Sigma Labs Inc. Common Stock,SGLB
6536,Sigma Labs Inc. Warrant,SGLBW
6537,SigmaTron International Inc. Common Stock,SGMA
6538,Sigma Lithium Corporation Common Shares,SGML
6539,Sangamo Therapeutics Inc. Common Stock,SGMO
6540,Scientific Games Corp Common Stock,SGMS
6541,SGOCO Group Ltd Ordinary Shares (Cayman Islands),SGOC
6542,SPAR Group Inc. Common Stock,SGRP
6543,Surgery Partners Inc. Common Stock,SGRY
6544,Sigilon Therapeutics Inc. Common Stock,SGTX
6545,Star Group L.P. Common Stock,SGU
6546,SCP & CO Healthcare Acquisition Company Class A Common Stock,SHAC
6547,SCP & CO Healthcare Acquisition Company Unit,SHACU
6548,SCP & CO Healthcare Acquisition Company Warrant,SHACW
6549,Shake Shack Inc. Class A Common Stock,SHAK
6550,Shore Bancshares Inc Common Stock,SHBI
6551,Sotera Health Company Common Stock,SHC
6552,Sharecare Inc. Class A Common Stock,SHCR
6553,Sharecare Inc. Warrant,SHCRW
6554,Shenandoah Telecommunications Co Common Stock,SHEN
6555,Shinhan Financial Group Co Ltd American Depositary Shares,SHG
6556,SINOPEC Shangai Petrochemical Company Ltd. Common Stock,SHI
6557,Seanergy Maritime Holdings Corp Common Stock,SHIP
6558,Seanergy Maritime Holdings Corp Class A Warrants,SHIPW
6559,Seanergy Maritime Holdings Corp Class B Warrant,SHIPZ
6560,Shoals Technologies Group Inc. Class A Common Stock,SHLS
6561,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,SHLX
6562,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,SHO
6563,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,SHO^H
6564,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,SHO^I
6565,Steven Madden Ltd. Common Stock,SHOO
6566,Shopify Inc. Class A Subordinate Voting Shares,SHOP
6567,Shapeways Holdings Inc. Common Stock,SHPW
6568,Shelter Acquisition Corporation I Class A Common Stock,SHQA
6569,Shelter Acquisition Corporation I Units,SHQAU
6570,Shelter Acquisition Corporation I Warrants,SHQAW
6571,Sherwin-Williams Company (The) Common Stock,SHW
6572,The Shyft Group Inc. Common Stock,SHYF
6573,Silvergate Capital Corporation Class A Common Stock,SI
6574,Silvergate Capital Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,SI^A
6575,SI-BONE Inc. Common Stock,SIBN
6576,Companhia Siderurgica Nacional S.A. Common Stock,SID
6577,Siebert Financial Corp. Common Stock,SIEB
6578,Sientra Inc. Common Stock,SIEN
6579,Sierra Lake Acquisition Corp. Unit,SIERU
6580,SIFCO Industries Inc. Common Stock,SIF
6581,Sify Technologies Limited American Depositary Shares,SIFY
6582,Signet Jewelers Limited Common Shares,SIG
6583,SIGA Technologies Inc. Common Stock,SIGA
6584,Selective Insurance Group Inc. Common Stock,SIGI
6585,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,SIGIP
6586,Sprott Inc. Common Shares,SII
6587,Silicom Ltd Ordinary Shares,SILC
6588,Silk Road Medical Inc. Common Stock,SILK
6589,SilverCrest Metals Inc. Common Shares,SILV
6590,Grupo Simec S.A.B. de C.V. American Depositary Shares,SIM
6591,Silicon Motion Technology Corporation American Depositary Shares,SIMO
6592,Sino-Global Shipping America Ltd. Common Stock,SINO
6593,SiNtx Technologies Inc. Common Stock,SINT
6594,Sio Gene Therapies Inc. Common Stock,SIOX
6595,Sirius XM Holdings Inc. Common Stock,SIRI
6596,Shineco Inc. Common Stock,SISI
6597,SITE Centers Corp. Common Stock,SITC
6598,SITE Centers Corp. 6.375% Class A Preferred Shares,SITC^A
6599,SiteOne Landscape Supply Inc. Common Stock,SITE
6600,SiTime Corporation Common Stock,SITM
6601,SVB Financial Group Common Stock,SIVB
6602,SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,SIVBP
6603,Six Flags Entertainment Corporation New Common Stock,SIX
6604,Scienjoy Holding Corporation Ordinary Shares,SJ
6605,South Jersey Industries Inc. Common Stock,SJI
6606,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,SJIJ
6607,South Jersey Industries Inc. Corporate Units,SJIV
6608,J.M. Smucker Company (The) New Common Stock,SJM
6609,Shaw Communications Inc. Common Stock,SJR
6610,San Juan Basin Royalty Trust Common Stock,SJT
6611,SJW Group Common Stock (DE),SJW
6612,Skillsoft Corp. Class A Common Stock,SKIL
6613,The Beauty Health Company Class A Common Stock,SKIN
6614,The Beauty Health Company Warrant expiring 5/4/2026,SKINW
6615,Skillz Inc. Class A Common Stock,SKLZ
6616,SK Telecom Co. Ltd. Common Stock,SKM
6617,Tanger Factory Outlet Centers Inc. Common Stock,SKT
6618,Skechers U.S.A. Inc. Common Stock,SKX
6619,Skyline Champion Corporation Common Stock,SKY
6620,Skydeck Acquisition Corp. Class A Ordinary Shares,SKYA
6621,Skydeck Acquisition Corp. Units,SKYAU
6622,Skydeck Acquisition Corp. Warrants,SKYAW
6623,SkyWater Technology Inc. Common Stock,SKYT
6624,SkyWest Inc. Common Stock,SKYW
6625,Silicon Laboratories Inc. Common Stock,SLAB
6626,Social Leverage Acquisition Corp I Class A Common Stock,SLAC
6627,Slam Corp. Class A Ordinary Share,SLAM
6628,Slam Corp. Unit,SLAMU
6629,Slam Corp. warrant,SLAMW
6630,Schlumberger N.V. Common Stock,SLB
6631,U.S. Silica Holdings Inc. Common Stock,SLCA
6632,Silver Crest Acquisition Corporation Class A Ordinary Share,SLCR
6633,Silver Crest Acquisition Corporation Unit,SLCRU
6634,Silver Crest Acquisition Corporation Warrant,SLCRW
6635,Solid Biosciences Inc. Common Stock,SLDB
6636,Sun Life Financial Inc. Common Stock,SLF
6637,SL Green Realty Corp Common Stock,SLG
6638,SL Green Realty Corporation Preferred Series I,SLG^I
6639,SomaLogic Inc. Class A Common Stock,SLGC
6640,SomaLogic Inc. Warrant,SLGCW
6641,Super League Gaming Inc. Common Stock,SLGG
6642,Sol-Gel Technologies Ltd. Ordinary Shares,SLGL
6643,Silgan Holdings Inc. Common Stock,SLGN
6644,Skylight Health Group Inc. Ordinary Shares,SLHG
6645,Standard Lithium Ltd. Common Shares,SLI
6646,SLM Corporation Common Stock,SLM
6647,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,SLMBP
6648,Silence Therapeutics Plc American Depository Share,SLN
6649,Stabilis Solutions Inc. Common Stock,SLNG
6650,Soleno Therapeutics Inc. Common Stock,SLNO
6651,Simulations Plus Inc. Common Stock,SLP
6652,SelectQuote Inc. Common Stock,SLQT
6653,SLR Investment Corp. Common Stock,SLRC
6654,Salarius Pharmaceuticals Inc. Common Stock,SLRX
6655,SELLAS Life Sciences Group Inc. Common Stock,SLS
6656,Sylvamo Corporation Common Stock,SLVM
